"dept","siren","raison_sociale","nature_juridique","mode_financ","nb_membres","total_pop_tot","total_pop_mun","dep_com","insee","siren_membre","nom_membre","ptot_2023","pmun_2023","path"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31271",213102718,"Lanta",2239,2197,"m 1.6328272,43.068563 0.00222,-0.0067 0.00859,-0.0075 -0.00705,-0.0087 0.00408,-0.01646 0.014129,1.93e-4 0.020824,-0.0074 0.012169,0.0048 0.013721,-0.0015 0.00684,0.0046 0.00235,0.0043 -1.94e-5,2.34e-4 -0.00231,0.02204 -0.00536,0.0048 -0.00641,0.0047 -0.013639,-0.0019 -0.00778,0.004 -0.021363,0.0217 0,0 -0.021889,-0.01198 -0.00427,-0.006 0.00316,7.16e-4 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31037",213100373,"Avignonet-Lauragais",1627,1615,"m 1.751233,43.24217 -0.017191,-0.01504 0.00119,-0.01 0.013007,-0.02145 0.016435,8.64e-4 0.00995,0.006 0.00379,-0.0016 0.015774,0.01123 0.01734,0.0043 0.01126,-0.002 0.00449,0.0041 -0.021578,0.0031 0.00436,0.0092 -0.00482,0.0059 9.731e-4,0.01717 0.010636,0.01113 -0.00219,0.0066 -0.016511,9.38e-4 -0.012041,-0.0046 -0.0084,0.0026 -0.00426,0.0056 0,0 -0.023049,-0.01249 -0.019136,-0.01353 -0.00119,-0.0013 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31589",213105893,"Villenouvelle",1457,1438,"m 1.6340681,43.172658 0.011322,9.64e-4 0.01503,-0.0121 0.0182,0.0025 0.00995,0.0067 -0.00801,0.01202 -0.010306,0.0065 0,0 -0.00417,9.61e-4 -0.00718,-0.0036 -0.028344,-0.01188 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31210",213102106,"Gardouch",1344,1312,"m 1.6501788,43.237689 -6.555e-4,-0.02425 0.013101,0.0041 0.00453,-0.0011 0.00283,-0.0066 0.00754,-0.0034 0.013535,-1.38e-4 0.013842,0.01347 0.00361,0.0059 -0.01263,0.01646 0.00695,0.0092 0,0 -0.00341,0.0019 -0.019539,-0.0024 -0.00309,-0.0064 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31495",213104953,"Saint-Léon",1313,1300,"m 1.5253796,43.213747 0.022702,-0.02264 -0.00534,-0.0053 0.00801,-1.7e-5 0.014291,7.63e-4 0.00737,0.0016 0.020494,0.02927 0.00707,0.0036 0.00506,0.0057 -0.0097,0.0071 -0.013726,0.0012 -0.00794,0.0081 0.003,0.0026 -0.011757,0.0023 0,0 -0.008,-0.0072 -0.012006,-0.0036 -0.00502,-0.01563 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31082",213100829,"Bourg-Saint-Bernard",1124,1110,"m 1.6799079,43.012521 -0.00511,-0.0094 -0.00712,-0.0043 0.00201,-0.0094 0.0081,0.0017 0.011149,-0.0087 0.010359,0.01044 0.012582,-7.17e-4 0.012333,0.0042 0.00325,0.0053 0.01445,0.0055 -0.019709,0.0092 -0.013858,0.01362 0,0 -0.00684,-0.0046 -0.013721,0.0015 -0.012169,-0.0048 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31026",213100266,"Auriac-sur-Vendinelle",1083,1062,"m 1.7920595,43.106607 0.00327,-0.0063 -0.00635,-0.02402 0.00263,-0.0029 0.012043,0.0027 0.01286,-0.01695 0.00948,0.007 0.025886,-0.0022 0.013529,0.0041 -0.00934,0.01221 -1.275e-4,0.02028 0.0083,0.0085 -0.00421,0.0013 -0.018939,-0.0093 -0.00122,0.01314 0.00542,0.0054 -0.00255,0.0064 -0.017798,0.0029 -0.00748,0.004 0,0 -2.315e-4,-4.39e-4 -0.015546,-0.01545 -0.00234,-0.0065 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31374",213103740,"Montesquieu-Lauragais",1038,1025,"m 1.6011653,43.193206 0.022563,-0.02125 0.00682,0.0028 0.028344,0.01188 -0.00254,0.0052 -0.00413,3.67e-4 0.00155,0.01569 -0.00425,0.0055 6.555e-4,0.02425 -2.314e-4,0.0017 0,0 -0.014468,0.001 -0.032536,-0.02077 -0.00508,-0.01653 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31512",213105125,"Saint-Pierre-de-Lages",923,896,"m 1.6134489,43.047347 -0.0017,-0.009 0.00827,-0.01122 0.02065,0.0021 -0.00408,0.01646 0.00705,0.0087 -0.00859,0.0075 -0.00222,0.0067 0,0 -0.00862,-0.0022 6.935e-4,-0.0098 -0.00364,-0.0061 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31439",213104391,"Préserville",740,723,"m 1.5974639,43.082441 0.00747,-0.0078 0.00849,0.0027 0.00976,-0.0063 0.00447,8.88e-4 0.00427,0.006 0.021889,0.01198 0.00436,0.0041 -1.875e-4,0.01684 -0.011667,0.0064 0,0 -0.0078,-0.0022 -0.0068,-0.01195 -0.019911,-0.01251 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31377",213103773,"Montgaillard-Lauragais",704,695,"m 1.6885668,43.170715 0.0038,-0.0048 0.011605,0.0015 0.00991,0.01092 0.00904,-3.23e-4 0.01597,0.0053 -0.0046,0.0021 -0.0023,0.0097 -0.031187,0.0013 -0.00567,0.0052 0,0 -0.01262,-0.0089 -0.012276,-0.0035 0.010306,-0.0065 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31551",213105513,"Tarabel",597,579,"m 1.6884634,43.092037 0.014831,0.0051 -0.017357,0.01417 -0.00877,-9.1e-5 -1.236e-4,0.0032 0,0 -0.019058,-0.0036 1.875e-4,-0.01684 0.018699,-0.0069 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31450",213104508,"Renneville",556,543,"m 1.7085081,43.225586 -0.00361,-0.0059 0.00333,-0.002 0.012895,0.0012 0.012915,0.0083 0.017191,0.01504 -0.021164,0.0067 0,0 -0.013451,-0.0082 -0.00764,0.0025 -0.0131,-0.0012 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31380",213103807,"Montgeard",533,525,"m 1.6407692,43.266482 0.011624,-0.01743 0.010502,0.0104 0.00894,6.1e-4 0.00571,0.0041 -0.00795,0.0056 -0.010619,-0.006 0.00162,0.01296 -0.013386,10e-4 -0.00451,0.0055 -0.00888,0.0018 -0.00302,6.95e-4 0,0 -0.00409,-0.002 -0.016167,-0.01111 0.00748,-0.008 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31566",213105661,"Vallègue",521,517,"m 1.7389038,43.183263 0.00738,-0.0037 0.013627,0.0038 0.00227,-0.0052 0.00815,0.0017 0.00629,0.0047 -9.424e-4,0.0033 -0.00858,0.0022 -0.00242,0.0065 0,0 -0.016435,-8.64e-4 -0.00767,-0.003 -0.00626,-0.0073 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31560",213105604,"Trébons-sur-la-Grasse",478,470,"m 1.7047301,43.164087 -0.00815,-0.0075 0.00184,-0.0065 -0.00376,-0.0019 0.00906,-0.0056 0.00681,0.0031 0.010526,0.0039 0.0143,0.01213 0.00104,0.0028 0.00715,-0.0016 0.00729,0.0023 0.00281,0.0026 -0.00737,0.01195 -0.00738,0.0037 0,0 -0.01597,-0.0053 -0.00904,3.23e-4 -0.00991,-0.01092 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31097",213100977,"Le Cabanial",476,463,"m 1.8654103,43.068121 0.016174,0.0047 -0.00732,0.0038 7.443e-4,0.0033 0.013882,0.01626 -2.84e-5,0.0062 -0.018357,0.0083 0,0 -0.00626,-0.0016 -0.0083,-0.0085 1.275e-4,-0.02028 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31304",213103047,"Loubens-Lauragais",463,452,"m 1.764125,43.042485 0.00254,-0.0067 0.00934,-0.0065 -0.00225,-0.0085 0.020539,0.0088 0.00555,0.001 0.00274,0.01732 0.00362,0.0023 0,0 -0.018067,5.51e-4 -0.016307,-0.0034 -0.00686,-0.0019 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31567",213105679,"Vallesvilles",447,441,"m 1.6289463,43.019524 0.00403,-0.0095 0.00781,-0.0035 0.00872,0.0023 0.013731,-0.0017 0.016669,0.0054 -0.00429,0.0095 0,0 -0.020824,0.0074 -0.014129,-1.93e-4 -0.02065,-0.0021 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31262",213102627,"Lagarde",440,429,"m 1.6679237,43.272667 0.00167,-0.0029 0.00795,-0.0056 -0.00571,-0.0041 0.00805,-0.0093 0.019539,0.0024 0.00341,-0.0019 0.015173,0.01243 0.00607,0.0079 0.0052,0.0057 -0.00173,0.0032 0,0 -0.029856,0.0025 -0.012452,-0.0034 -0.00548,-0.0046 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31099",213100993,"Caignac",413,409,"m 1.6869281,43.285471 -0.00169,-0.0059 0.012452,0.0034 0.029856,-0.0025 -0.00197,0.003 0.011539,0.01365 -0.00845,0.0024 -0.023489,0.01075 0,0 -0.011335,-0.0066 -0.00526,-0.0098 -0.010168,-0.0076 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31558",213105588,"Toutens",409,402,"m 1.7266504,43.130589 0.00651,-0.0052 0.02894,0.009 6.299e-4,0.0092 0.00555,0.0049 -0.012573,0.003 0,0 -0.00407,-0.0053 -0.00815,-0.0017 -0.013434,-0.008 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31220",213102205,"Gibel",388,383,"m 1.6470167,43.305172 -0.00304,-0.0098 -0.013166,-0.0096 0.00302,-6.95e-4 0.034692,0.0069 0.0064,-0.0077 0.0035,0.0021 0.010168,0.0076 0.00526,0.0098 0.011335,0.0066 0.010512,0.0057 -0.00788,0.01106 -0.00537,0.0043 -0.00453,0.0056 -0.00833,0.0025 0,0 -0.014807,-0.0078 -0.00303,-0.01 -0.012574,-0.0021 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31576",213105760,"Vieillevigne",365,358,"m 1.6537751,43.207934 -0.00155,-0.01569 0.00413,-3.67e-4 0.014134,0.01173 -4.985e-4,0.0062 0,0 -0.00283,0.0066 -0.00453,0.0011 -0.013101,-0.0041 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31029",213100290,"Aurin",350,344,"m 1.6965923,43.066104 0.00641,-0.0047 0.00387,3.32e-4 -0.00183,0.0099 -0.016579,0.02042 -0.011588,-0.0049 -0.018699,0.0069 0,0 -0.00436,-0.0041 0.021363,-0.0217 0.00778,-0.004 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31310",213103104,"Lux",345,340,"m 1.7756683,43.187826 9.424e-4,-0.0033 -0.00629,-0.0047 0.00135,-0.006 -0.00526,-0.0047 4.664e-4,-0.0059 0.01089,0.0022 0.03113,0.01294 -0.014375,0.0092 -0.00897,0.0047 -6.14e-5,0.0053 -0.00708,0.0032 0,0 -0.00379,0.0016 -0.00995,-0.006 0.00242,-0.0065 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31540",213105406,"Ségreville",339,331,"m 1.7650389,43.125735 0.00484,2.96e-4 -0.00778,0.0084 0,0 -0.02894,-0.009 -4.891e-4,-0.01713 0.022491,0.0059 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31328",213103286,"Mauremont",332,322,"m 1.6596928,43.145722 0.016288,0.004 0.00357,-0.0054 0.00654,0.0041 0.00857,-2.92e-4 0.00376,0.0019 -0.00184,0.0065 0.00815,0.0075 -7.532e-4,0.0033 -0.011605,-0.0015 -0.0038,0.0048 0,0 -0.00995,-0.0067 -0.0182,-0.0025 0.00591,-0.01163 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31179",213101793,"Le Faget",331,312,"m 1.8062166,43.050238 -0.00362,-0.0023 -0.00274,-0.01732 0.00747,0.0032 0.015509,-0.0018 0.017483,0.0033 0.010307,0.01033 0.00126,0.01835 0,0 -0.025886,0.0022 -0.00948,-0.007 -0.00764,-0.0033 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31331",213103310,"Maureville",317,305,"m 1.7050426,43.071618 0.00183,-0.0099 0.030635,0.01523 0.0044,0.0059 -0.00282,0.0063 -0.00894,0.0022 -0.0044,0.006 0,0 -0.015279,0.0029 -0.00717,-0.0032 -0.014831,-0.0051 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31571",213105711,"Vendine",294,290,"m 1.7651251,43.00961 0.00749,0.0044 0.00115,0.0069 0.00225,0.0085 -0.00934,0.0065 0,0 -0.00941,-0.01201 0.00232,-0.01029 0.00382,-0.0021 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31368",213103682,"Montclar-Lauragais",253,240,"m 1.7166178,43.240713 0.013451,0.0082 0.00119,0.0013 -0.013251,0.01353 0,0 -0.015173,-0.01243 -0.00695,-0.0092 0.0131,0.0012 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31002",213100027,"Aignes",247,242,"m 1.6038312,43.313675 -0.0075,-0.0039 -0.024324,-0.01612 -0.0036,-0.0099 -0.013813,-0.01362 -0.00279,-0.0026 0.00801,-0.0072 0.00511,-0.01231 0.011757,-0.0023 0.033877,0.027 0.016167,0.01111 0,0 -0.022916,0.0166 0.00625,0.0089 -0.00191,0.0031 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31105",213101058,"Caragoudes",236,231,"m 1.7104629,43.100339 0.015279,-0.0029 0.00339,0.0016 -0.00235,0.0053 0.0059,0.0039 4.891e-4,0.01713 -0.00651,0.0052 -0.00494,0.0028 0,0 -0.00755,-0.01062 -0.028217,-0.01139 0.017357,-0.01417 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31006",213100068,"Albiac",232,226,"m 1.7881493,43.050789 0.018067,-5.51e-4 0.00265,0.0056 -0.012867,0.0018 -0.0083,0.0112 0,0 -0.012466,-0.0022 -0.010698,-0.0056 0.0073,-0.01367 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31102",213101025,"Cambiac",230,227,"m 1.7882357,43.10467 0.00382,0.0019 0.00729,0.0041 0.00234,0.0065 0.015546,0.01545 -0.018562,4.83e-4 -0.00932,0.0067 0,0 -0.018143,-0.01584 0.00269,-0.01311 0.0087,-0.0012 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31332",213103328,"Mauvaisin",218,214,"m 1.5199595,43.266872 -0.010809,-0.01084 0.013488,-0.002 0.00639,-0.0048 -0.00862,-0.0077 0.00617,-0.0046 0.018338,3.19e-4 0.012006,0.0036 0.008,0.0072 -0.00511,0.01231 -0.00801,0.0072 0.00279,0.0026 0,0 -0.00889,0.0015 -0.012589,-0.0049 -0.00911,0.0021 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31519",213105190,"Saint-Vincent",214,206,"m 1.7536513,43.167616 -0.00281,-0.0026 0.00814,-0.004 0.0079,0.0023 -4.664e-4,0.0059 0.00526,0.0047 -0.00135,0.006 0,0 -0.00815,-0.0017 -0.00227,0.0052 -0.013627,-0.0038 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31534",213105349,"Saussens",211,211,"m 1.7459014,43.008823 3.168e-4,8.96e-4 -0.00456,4.67e-4 -0.00966,0.01128 0.00168,0.0098 -0.011566,-7.37e-4 -0.011415,0.0038 0,0 -0.00235,-0.0043 0.013858,-0.01362 0.019709,-0.0092 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31325",213103252,"Mascarville",190,185,"m 1.7519286,43.043353 0.012196,-8.68e-4 8.581e-4,0.0031 0.00686,0.0019 -0.0073,0.01367 0,0 -0.00865,0.0075 -0.00449,-5.6e-5 -0.014288,-0.01572 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31054",213100548,"Beauteville",187,186,"m 1.7180059,43.263712 0.013251,-0.01353 0.019136,0.01353 0,0 -0.00267,0.006 -0.011128,0.0058 -0.012522,-0.0038 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31055",213100555,"Beauville",176,173,"m 1.7682841,43.148553 -0.00555,-0.0049 -6.299e-4,-0.0092 0.00778,-0.0084 0.00133,-0.0021 0.018143,0.01584 -0.012836,0.01573 0.00126,0.01 0,0 -0.01089,-0.0022 -0.0079,-0.0023 -0.00327,-0.0095 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31194",213101942,"Francarville",176,174,"m 1.7462182,43.009719 0.017174,0.0017 -0.00382,0.0021 -0.00232,0.01029 0.00941,0.01201 -0.00254,0.0067 -0.012196,8.68e-4 0,0 -0.01825,-0.0121 -0.00168,-0.0098 0.00966,-0.01128 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31137",213101371,"Cessales",158,158,"m 1.7323883,43.152612 0.0111,-0.0081 0.00815,0.0017 0.00407,0.0053 0.00327,0.0095 -0.00814,0.004 0,0 -0.00729,-0.0023 -0.00715,0.0016 -0.00104,-0.0028 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31527",213105273,"La Salvetat-Lauragais",154,151,"m 1.796003,43.057675 0.012867,-0.0018 0.00764,0.0033 0,0 -0.01286,0.01695 -0.012043,-0.0027 -0.0039,-0.0045 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31441",213104417,"Prunet",153,149,"m 1.7221133,43.030517 0.011566,7.37e-4 0.01825,0.0121 -0.014816,0.0095 0,0 -0.016426,-0.0064 -0.010008,-0.01193 1.94e-5,-2.34e-4 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31453",213104532,"Rieumajou",142,137,"m 1.7945287,43.187704 0.00113,0.0034 0.012945,0.004 0.00983,0.0075 -7.672e-4,0.0065 0.00512,0.0054 -0.01126,0.002 0,0 2.312e-4,-0.0061 -0.026268,-0.01266 6.14e-5,-0.0053 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31546",213105463,"Seyre",130,128,"m 1.6501788,43.237689 0.026611,0.0067 0.00309,0.0064 -0.00805,0.0093 0,0 -0.00894,-6.1e-4 -0.010502,-0.0104 -0.00245,-0.0097 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31485",213104854,"Saint-Germier",120,118,"m 1.7165308,43.138375 0.00518,-0.005 0.00494,-0.0028 0.0034,0.0059 0.013434,0.008 -0.0111,0.0081 0.00298,0.009 0,0 -0.0143,-0.01213 -0.010526,-0.0039 0.00178,-0.0082 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31185",213101850,"Folcarde",116,115,"m 1.8117601,43.210304 -2.312e-4,0.0061 0,0 -0.01734,-0.0043 -0.015774,-0.01123 0.00708,-0.0032 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31392",213103922,"Mourvilles-Basses",84,80,"m 1.6946392,43.121639 -0.013124,0.0017 -0.00447,-0.0088 1.236e-4,-0.0032 0.00877,9.1e-5 0.028217,0.01139 0.00755,0.01062 0,0 -0.00518,0.005 -0.00421,-9.67e-4 -0.012054,-0.0036 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31514",213105141,"Saint-Rome",60,59,"m 1.6660757,43.190237 0.00417,-9.61e-4 0.012276,0.0035 0.01262,0.0089 -0.00409,0.0046 -0.013535,1.38e-4 -0.00754,0.0034 0,0 4.985e-4,-0.0062 -0.014134,-0.01173 0.00254,-0.0052 z"
"31",200071298,"CC des Terres du Lauragais","CC","FPU",58,42029,41259,"31","31354",213103542,"Monestrol",51,51,"m 1.6427053,43.283238 0.00451,-0.0055 0.013386,-10e-4 -0.00162,-0.01296 0.010619,0.006 -0.00167,0.0029 0.011838,0.0023 0.00548,0.0046 0.00169,0.0059 -0.00851,9.23e-4 0,0 -0.0035,-0.0021 -0.0064,0.0077 -0.034692,-0.0069 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31232",213102320,"Grenade",9016,8846,"m 1.2249598,42.852814 -0.016802,0.0056 -0.00432,-0.005 0.00454,-0.0094 0.00284,-0.0019 0.00273,0.0028 0.061569,-0.01808 0.00306,-0.0026 -0.00761,-0.0032 -0.00292,-0.0065 0.011081,-0.003 0.00386,0.0054 8.248e-4,0.0068 0.022474,0.01711 0.022732,-0.0029 0.027958,0.0081 -0.0051,0.0097 -0.010864,0.0069 -0.018675,0.0033 -0.00904,-0.0026 -0.035644,0.0055 -0.015641,0.0066 0,0 -0.00501,-0.0057 -0.01735,-0.0042 -0.00569,-0.0126 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31341",213103419,"Merville",6329,6241,"m 1.2471994,42.8815 0.00834,-0.0013 0.00648,-0.0048 0.015641,-0.0066 0.035644,-0.0055 0.00125,0.0066 0.030255,0.02145 -0.00155,0.0057 0.00439,0.0048 -0.00329,0.0041 -0.046543,0.01279 0,0 -0.047604,-0.02502 -0.00791,-0.0012 -0.00281,-0.0027 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31160",213101603,"Daux",2468,2440,"m 1.2516138,42.911004 -0.0072,-0.0046 0.0058,-0.01277 0.047604,0.02502 0.00171,0.0021 0.00118,0.01042 -0.026018,0.0095 -0.00523,0.0057 -0.031743,0.01643 0,0 0.010506,-0.01557 -0.00252,-0.01019 0.00859,-0.01606 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31592",213105927,"Larra",2152,2114,"m 1.187083,42.885743 -0.0016,-0.0049 0.0079,-0.0033 0.013481,0.0016 0.00224,-0.0065 0.00916,-0.0074 -0.01011,-0.0068 0.016802,-0.0056 0.00901,1.15e-4 0.00569,0.0126 0.01735,0.0042 0.00501,0.0057 -0.00648,0.0048 -0.00834,0.0013 -0.0077,0.0082 0.00281,0.0027 -7.49e-4,0.01157 0,0 -0.023267,-0.0053 -0.012832,-0.0012 -0.00489,-0.0094 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31356",213103567,"Montaigut-sur-Save",1945,1897,"m 1.2191032,42.934321 -0.00605,-0.0092 0.020733,-0.0062 0.00778,-0.01494 7.49e-4,-0.01157 0.00791,0.0012 -0.0058,0.01277 0.0072,0.0046 0.00268,0.01005 -0.00859,0.01606 0.00252,0.01019 -0.010506,0.01557 0,0 -0.00903,-0.0018 -3.774e-4,-0.0034 -0.00817,-0.0033 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31507",213105075,"Saint-Paul-sur-Save",1640,1615,"m 1.2182942,42.898755 0.023267,0.0053 -0.00778,0.01494 -0.020733,0.0062 -0.00255,0.0043 0,0 -0.010381,-0.002 0.00501,-0.0092 0.00799,-0.0032 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31281",213102817,"Launac",1355,1323,"m 1.128159,42.85449 -0.01124,-0.0061 1.691e-4,-0.0069 0.00393,-0.002 0.00495,0.0059 0.017415,0.0058 0.03249,-0.0054 0.032499,-0.0018 -0.00454,0.0094 0.00432,0.005 0.01011,0.0068 -0.00916,0.0074 -0.00224,0.0065 -0.013481,-0.0016 -0.0079,0.0033 0,0 -0.026628,0.0022 -0.017684,-0.0022 -9.209e-4,-0.0226 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31553",213105539,"Thil",1166,1141,"m 1.1575981,42.928704 -0.00776,-0.0077 -0.017019,-0.0023 9.86e-4,-0.0032 -0.004,-0.0016 -0.00905,6.51e-4 -0.00676,-9.99e-4 0.00598,-0.025 0.021197,-0.0077 0.017684,0.0022 0.026628,-0.0022 0.0016,0.0049 0.00117,0.0099 -0.00841,0.01899 0.00128,0.0098 0,0 -0.00453,4.9e-5 -0.00294,0.0093 -0.00444,-6.81e-4 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31098",213100985,"Cadours",1121,1102,"m 1.0216411,42.893972 0.00295,-0.0027 -0.011447,-0.0058 0.00678,-0.0046 0.013975,-4.43e-4 0.021025,-0.0063 0.0018,-0.0067 0.00935,0.0066 0.021451,-4.24e-4 -7.816e-4,0.0015 -0.00856,0.0065 -0.019573,0.01031 -0.00434,0.01001 0.00301,0.0066 0,0 -0.015378,-0.0074 -0.013342,0.0017 -0.00304,-0.0026 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31093",213100936,"Le Burgaud",954,943,"m 1.1149178,42.826905 0.00134,-0.0115 0.010501,-0.01137 0.016695,-0.0065 0.00232,-0.0067 0.012772,0.004 0.00563,0.0095 0.012347,0.0044 0.00785,0.01032 -0.015565,0.0071 0.00708,0.01949 0,0 -0.03249,0.0054 -0.017415,-0.0058 -0.00495,-0.0059 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31403",213104037,"Ondes",908,775,"m 1.3002002,42.813396 0.016082,0.0064 0.012744,0.01811 0,0 -0.022732,0.0029 -0.022474,-0.01711 -8.248e-4,-0.0068 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31338",213103385,"Menville",811,788,"m 1.1766007,42.924477 0.00453,-4.9e-5 0.00804,-0.0028 0.010961,0.0058 0.010381,0.002 -0.00657,0.0083 -0.018964,0.0093 0,0 -0.00743,-0.003 -0.00831,-0.01093 0.00444,6.81e-4 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31120",213101207,"Le Castéra",763,745,"m 1.1328158,42.918758 0.017019,0.0023 0.00776,0.0077 0.011627,0.0044 0.00831,0.01093 0.00743,0.003 -0.013293,0.0077 -0.032557,0.0091 0,0 -0.016428,-0.0069 -0.00479,-0.01689 0.00393,-0.0102 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31089",213100894,"Bretx",693,675,"m 1.1882543,42.895687 -0.00117,-0.0099 0.013492,0.0024 0.00489,0.0094 0.012832,0.0012 -0.00518,0.01621 -0.00799,0.0032 -0.00501,0.0092 0,0 -0.010961,-0.0058 -0.00804,0.0028 -0.00128,-0.0098 z"
"31",200071314,"CC des Hauts-Tolosans","CC","FPU",29,35493,34721,"31","31413",213104136,"Pelleport",538,520,"m 1.1013961,42.86832 0.012723,-0.01065 0.01404,-0.0032 0.012094,0.0038 9.209e-4,0.0226 -0.021197,0.0077 0,0 -0.033243,-0.01351 7.816e-4,-0.0015 7.264e-4,-5.53e-4 z"
