dept;siren;raison_sociale;nature_juridique;mode_financ;nb_membres;total_pop_tot;total_pop_mun;dep_com;insee;siren_membre;nom_membre;ptot_2023;pmun_2023;;;
61;200068443;CC Andaine - Passais;CC;FPU;12;13351;13049;61;61487;216104877;Torchamp;305;301;;;
61;200068443;CC Andaine - Passais;CC;FPU;12;13351;13049;61;61452;216104521;Saint-Roch-sur-Égrenne;170;166;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61006;216100065;Argentan;13765;13401;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61474;200066256;Gouffern en Auge;3768;3687;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61153;200077683;Écouché-les-Vallées;2251;2200;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61494;216104943;Trun;1290;1223;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61375;200049757;Boischampré;1226;1189;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61462;216104620;Sarceaux;1076;1042;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61344;216103440;Rânes;1044;1033;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61194;200077485;Monts-sur-Orne;887;873;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61314;216103143;Occagnes;693;676;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61023;216100230;Bailleul;634;612;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61055;216100552;Boucé;606;598;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61303;216103036;Nécy;532;519;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61298;216102988;Moulins-sur-Orne;327;316;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61237;216102376;Lougé-sur-Maire;316;316;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61472;216104729;Sévigny;316;304;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61490;216104901;Tournai-sur-Dive;304;300;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61283;216102830;Montabard;293;284;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61473;216104737;Sevrai;277;272;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61328;216103283;Le Pin-au-Haras;271;266;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61014;216100149;Aunou-le-Faucon;257;248;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61210;216102103;Joué-du-Plain;255;246;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61358;216103580;Sai;231;226;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61123;216101238;Coulonces;224;219;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61020;216100206;Avoine;221;214;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61505;216105056;Villedieu-lès-Bailleul;221;215;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61170;216101709;Fleuré;207;199;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61503;216105031;Vieux-Pont;202;198;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61352;216103523;Rônai;182;177;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61349;216103499;Ri;161;158;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61390;216103903;Saint-Georges-d'Annebecq;161;161;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61479;216104794;Tanques;161;157;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61114;216101147;Commeaux;159;154;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61276;216102764;Merri;159;153;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61413;216104133;Saint-Lambert-sur-Dive;140;136;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61302;216103028;Neauphe-sur-Dive;139;136;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61197;216101972;Guêprei;137;133;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61371;216103713;Saint-Brice-sous-Rânes;136;134;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61212;216102129;Juvigny-sur-Orne;134;130;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61316;216103168;Ommoy;116;113;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61171;216101717;Fontaine-les-Bassets;109;107;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61152;216101527;Écorches;100;100;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61062;216100628;Brieux;93;92;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61238;216102384;Louvières-en-Auge;92;91;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61120;216101204;Coudehard;77;76;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61399;216103994;Saint-Gervais-des-Sablons;76;73;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61190;216101907;Ginai;74;73;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61291;216102913;Montreuil-la-Cambe;71;69;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61217;216102178;La Lande-de-Lougé;55;54;;;
61;200068450;CC Argentan Intercom;CC;FPU;49;34276;33402;61;61289;216102897;Mont-Ormel;50;49;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61214;216102145;L'Aigle;8144;7903;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61167;200054997;La Ferté-en-Ouche;3092;3029;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61456;216104562;Saint-Sulpice-sur-Risle;1679;1642;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61342;216103424;Rai;1437;1416;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61008;216100081;Aube;1304;1258;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61440;216104406;Saint-Ouen-sur-Iton;865;830;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61140;216101402;Crulai;853;832;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61297;216102970;Moulins-la-Marche;742;731;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61092;216100925;Chandai;691;685;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61423;216104232;Saint-Martin-d'Écublei;663;637;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61208;216102087;Irai;636;621;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61422;216104224;Les Aspres;626;611;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61432;216104323;Saint-Michel-Tuboeuf;610;589;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61457;216104570;Saint-Symphorien-des-Bruyères;484;476;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61386;216103861;Saint-Evroult-Notre-Dame-du-Bois;472;441;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61151;216101519;Écorcei;406;395;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61032;216100321;Beaufai;337;329;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61406;216104067;Saint-Hilaire-sur-Risle;311;307;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61100;216101006;La Chapelle-Viel;304;287;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61193;216101931;La Gonfrière;281;278;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61244;216102442;Mahéru;281;269;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61435;216104356;Saint-Nicolas-de-Sommaire;277;272;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61053;216100537;Bonsmoulins;240;233;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61510;216105106;Vitrai-sous-Laigle;231;225;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61012;216100123;Auguaise;212;210;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61052;216100529;Bonnefoi;194;190;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61187;216101873;Les Genettes;185;183;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61060;216100602;Brethel;161;156;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61162;216101626;La Ferrière-au-Doyen;157;155;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61488;216104885;Touquettes;87;85;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61259;216102590;Le Ménil-Bérard;71;71;;;
61;200068468;CC des Pays de L'Aigle;CC;FPU;32;26103;25415;61;61159;216101592;Fay;70;69;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61491;200060622;Tourouvre au Perche;3117;3069;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61230;200058980;Longny les Villages;2978;2930;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61429;200076412;Charencey;788;773;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61206;216102061;L'Hôme-Chamondot;254;252;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61274;216102749;Les Menus;244;239;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61242;216102426;Le Mage;227;219;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61034;216100347;Beaulieu;206;199;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61046;216100461;Bizou;134;134;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61500;216105007;La Ventrouze;129;125;;;
61;200068856;CC des Hauts du Perche;CC;FPU;10;8204;8065;61;61323;216103234;Le Pas-Saint-l'Homer;127;125;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61508;216105080;Vimoutiers;3184;3096;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61181;216101816;Gacé;1855;1796;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61389;216103895;Sainte-Gauburge-Sainte-Colombe;1045;1022;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61460;200056588;Sap-en-Auge;970;960;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61275;216102756;Le Merlerault;770;753;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61150;216101501;Échauffour;753;740;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61310;216103101;Nonant-le-Pin;448;421;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61385;216103853;Saint-Evroult-de-Montfort;345;336;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61139;216101394;Crouttes;312;301;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61054;216100545;Le Bosc-Renoult;258;254;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61307;216103077;Neuville-sur-Touques;232;230;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61138;216101386;Croisilles;214;210;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61346;216103465;Le Renouard;210;204;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61072;216100727;Canapville;205;201;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61485;216104851;Ticheville;200;193;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61317;216103176;Orgères;187;182;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61330;216103309;Planches;186;183;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61108;216101089;Cisai-Saint-Aubin;179;175;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61347;216103473;Résenlieu;178;178;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61071;216100719;Camembert;177;170;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61103;216101030;Chaumont;173;172;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61333;216103333;Pontchardon;170;167;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61446;216104463;Saint-Pierre-des-Loges;163;157;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61252;216102525;Mardilly;140;136;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61393;216103937;Saint-Germain-de-Clairefeuille;139;134;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61351;216103515;Roiville;138;134;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61198;216101980;Guerquesalles;134;134;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61366;216103663;Saint-Aubin-de-Bonneval;134;132;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61392;216103929;Saint-Germain-d'Aunay;134;133;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61461;216104612;Le Sap-André;130;127;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61010;216100107;Aubry-le-Panthou;129;123;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61268;216102681;Ménil-Hubert-en-Exmes;114;109;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61192;216101923;Godisson;109;105;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61086;216100867;Les Champeaux;102;102;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61089;216100891;Champosoult;96;96;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61188;216101881;La Genevraie;95;90;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61180;216101808;Fresnay-le-Samson;93;92;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61122;216101220;Coulmer;88;82;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61017;216100172;Les Authieux-du-Puits;82;82;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61018;216100180;Avernes-Saint-Gourgon;66;65;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61493;216104935;La Trinité-des-Laitiers;62;57;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61264;216102640;Ménil-Froger;58;57;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61178;216101782;La Fresnaie-Fayel;54;53;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61088;216100883;Champ-Haut;45;44;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61225;216102251;Lignères;29;29;;;
61;200069458;CC des Vallées d'Auge et du Merlerault;CC;FPU;46;14608;14240;61;61272;216102723;Le Ménil-Vicomte;23;23;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61484;200053817;Val-au-Perche;3482;3410;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61079;216100792;Ceton;1792;1768;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61196;200064079;Belforêt-en-Perche;1559;1508;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61038;216100388;Bellême;1475;1455;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61394;216103945;Saint-Germain-de-la-Coudre;837;816;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61207;216102079;Igé;619;597;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61426;216104265;Saint-Martin-du-Vieux-Bellême;569;553;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61405;216104059;Saint-Hilaire-sur-Erre;533;516;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61005;216100057;Appenai-sous-Bellême;288;280;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61099;216100990;La Chapelle-Souëf;253;245;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61041;216100412;Bellou-le-Trichard;209;205;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61105;216101055;Chemilli;186;179;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61388;216103887;Saint-Fulgent-des-Ormes;170;163;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61142;216101428;Dame-Marie;139;135;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61336;216103366;Pouvrai;109;102;;;
61;200071504;CC des Collines du Perche Normand;CC;FPU;16;12323;12031;61;61498;216104984;Vaunoise;103;99;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61486;200049765;Tinchebray-Bocage;4982;4896;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61145;200059194;Domfront en Poiraie;4297;4180;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61093;216100933;Chanu;1276;1259;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61232;216102327;Lonlay-l'Abbaye;1156;1117;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61369;216103697;Saint-Bômer-les-Forges;1062;1027;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61091;216100917;Champsecret;945;915;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61445;216104455;Saint-Pierre-d'Entremont;669;660;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61292;200049781;Montsecret-Clairefougère;659;650;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61451;216104513;Saint-Quentin-les-Chardonnets;319;313;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61281;216102814;Moncy;264;259;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61370;216103705;Saint-Brice;151;149;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61262;216102624;Le Ménil-Ciboult;112;111;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61401;216104018;Saint-Gilles-des-Marais;108;104;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61021;216100214;Avrilly;104;100;;;
61;200071520;CC Domfront Tinchebray Interco;CC;FPU;15;16204;15836;61;61374;216103747;Saint-Christophe-de-Chaulieu;100;96;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61243;216102434;Magny-le-Désert;1417;1377;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61074;216100743;Carrouges;639;630;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61209;216102095;Joué-du-Bois;417;409;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61035;216100354;Beauvain;275;272;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61453;216104539;Saint-Sauveur-de-Carrouges;251;244;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61442;216104422;Saint-Patrice-du-Désert;233;227;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61419;216104190;Sainte-Marguerite-de-Carrouges;217;212;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61357;216103572;Rouperroux;197;191;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61427;216104273;Saint-Martin-l'Aiguillon;195;192;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61216;216102160;La Lande-de-Goult;194;191;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61424;216104240;Saint-Martin-des-Landes;194;190;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61295;216102954;La Motte-Fouquet;165;163;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61439;216104398;Saint-Ouen-le-Brisoult;123;119;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61257;216102574;Méhoudin;121;121;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61420;216104208;Sainte-Marie-la-Robert;90;89;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61080;216100800;Chahains;86;84;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61271;216102715;Le Ménil-Scelleur;84;84;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61104;216101048;La Chaux;53;52;;;
61;200071652;CC du Pays Fertois et du Bocage Carrougien;CC;FA;19;4982;4878;61;61085;216100859;Le Champ-de-la-Pierre;31;31;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61339;200056752;Putanges-le-Lac;2172;2140;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61189;216101899;Giel-Courteilles;675;468;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61028;216100289;Bazoches-au-Houlme;467;456;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61408;216104083;Sainte-Honorine-la-Guillaume;343;336;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61199;216101998;Habloville;339;331;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61402;216104026;Saint-Hilaire-de-Briouze;316;308;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61308;216103085;Neuvy-au-Houlme;208;204;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61267;216102673;Ménil-Hermei;206;203;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61084;216100842;Champcerie;179;175;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61361;216103614;Saint-André-de-Briouze;175;170;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61265;216102657;Ménil-Gondouin;165;162;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61227;216102277;Lignou;149;146;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61158;216101584;Faverolles;146;143;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61137;216101378;Craménil;135;131;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61290;216102905;Montreuil-au-Houlme;132;129;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61512;216105122;Les Yveteaux;106;104;;;
61;246100390;CC du Val d'Orne;CC;FA;17;5967;5657;61;61273;216102731;Ménil-Vin;54;51;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61001;216100016;Alençon;26464;25744;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61397;216103978;Saint-Germain-du-Corbéis;3836;3738;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61117;216101170;Condé-sur-Sarthe;2542;2494;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61143;216101436;Damigny;2499;2436;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;72;72308;200065811;Saint-Paterne - Le Chevain;2353;2103;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;72;72137;200047629;Villeneuve-en-Perseigne;2257;2218;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;72;72006;217200062;Arçonnay;2114;1882;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61497;216104976;Valframbert;1791;1760;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61341;200053700;Écouves;1699;1656;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;72;72056;217200567;Champfleur;1356;1332;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61234;216102343;Lonrai;1163;1127;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61382;216103820;Saint-Denis-sur-Sarthon;1144;1125;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61203;216102038;Héloup;922;897;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61077;216100776;Cerisé;893;876;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61228;200081669;L'Orée-d'Écouves;789;773;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61165;216101659;La Ferrière-Bochard;752;733;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61279;216102798;Mieuxcé;626;610;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61224;216102244;Larré;463;457;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61141;216101410;Cuissai;433;419;;;
61;246100663;CU d'Alençon;CU;FPU;31;57610;55816;61;61182;216101824;Gandelain;426;421;;;
