dept;siren;raison_sociale;nature_juridique;mode_financ;nb_membres;total_pop_tot;total_pop_mun;dep_com;insee;siren_membre;nom_membre;ptot_2023;pmun_2023;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12053;211200530;La Capelle-Balaguier;343;337;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12158;211201587;Montsalès;334;326;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12242;211202429;Saint-Rémy;321;306;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;46;46227;214602278;Promilhanes;225;221;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12029;211200290;Bor-et-Bar;205;200;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12175;211201751;Ols-et-Rinhodes;191;189;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12007;211200076;Ambeyrac;185;177;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12227;211202270;Saint-Igest;183;178;;;
12;200069383;CC Ouest Aveyron Communauté;CC;FPU;29;28299;27306;12;12261;211202619;Saujac;128;124;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12202;211202023;Rodez;26266;24397;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12176;211201769;Onet-le-Château;12371;11797;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12133;211201330;Luc-la-Primaube;6126;5962;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12174;211201744;Olemps;3573;3471;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12264;211202643;Sébazac-Concourès;3420;3330;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12090;200064665;Druelle Balsac;3289;3196;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12146;211201462;Le Monastère;2385;2306;;;
12;241200187;CA Rodez Agglomération;CA;FPU;8;59256;56218;12;12241;211202411;Sainte-Radegonde;1826;1759;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12197;211201975;Réquista;2056;1978;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12127;211201272;Lédergues;658;638;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12267;211202676;La Selve;638;626;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12092;211200928;Durenque;533;523;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12230;211202304;Saint-Jean-Delnous;409;393;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12207;211202072;Rullac-Saint-Cirq;360;346;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12015;211200159;Auriac-Lagast;234;229;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12035;211200357;Brasc;180;173;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12149;211201496;Montclar;155;150;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12075;211200753;Connac;106;104;;;
12;241200542;CC du Réquistanais;CC;FPU;11;5434;5264;12;12023;211200233;La Bastide-Solages;105;104;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12145;211201454;Millau;22178;21482;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12225;211202254;Saint-Georges-de-Luzençon;1661;1606;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12084;211200845;Creissels;1613;1558;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12200;211202007;Rivière-sur-Tarn;1056;1029;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12002;211200027;Aguessac;916;887;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12070;211200704;Compeyre;544;518;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12178;211201785;Paulhe;381;371;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12086;211200860;La Cresse;339;323;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12160;211201603;Mostuéjouls;325;320;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12072;211200720;Comprégnac;235;228;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12204;211202049;La Roque-Sainte-Marguerite;181;177;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;48;48131;214801318;Le Rozier;139;132;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12293;211202932;Veyreau;137;136;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12211;211202114;Saint-André-de-Vézines;134;133;;;
12;241200567;CC de Millau Grands Causses;CC;FPU;15;29914;28973;12;12180;211201801;Peyreleau;75;73;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12199;211201991;Rignac;2147;2006;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12008;211200084;Anglars-Saint-Félix;938;918;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12016;211200167;Auzits;838;817;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12142;211201421;Mayran;645;629;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12111;211201116;Goutrens;506;488;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12031;211200316;Bournazel;361;346;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12095;211200951;Escandolières;248;242;;;
12;241200625;CC du Pays Rignacois;CC;FA;8;5879;5639;12;12024;211200241;Belcastel;196;193;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12254;211202544;Salles-la-Source;2357;2286;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12138;211201389;Marcillac-Vallon;1778;1724;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12076;200055929;Conques-en-Rouergue;1640;1586;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12288;211202882;Valady;1633;1595;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12215;211202155;Saint-Christophe-Vallon;1218;1171;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12066;211200662;Clairvaux-d'Aveyron;1172;1146;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12171;211201710;Nauviale;605;588;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12161;211201611;Mouret;562;549;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12268;211202684;Sénergues;440;424;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12165;211201652;Muret-le-Château;377;362;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12221;211202213;Saint-Félix-de-Lunel;360;354;;;
12;241200641;CC Conques-Marcillac;CC;FPU;12;12434;12067;12;12193;211201934;Pruines;292;282;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12102;211201025;Flavin;2441;2365;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12185;211201850;Pont-de-Salars;1704;1632;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12001;211200019;Agen-d'Aveyron;1112;1086;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12255;211202551;Salmiech;788;762;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12073;211200738;Comps-la-Grand-Ville;647;628;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12297;211202973;Le Vibal;529;510;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12283;211202833;Trémouilles;491;476;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12188;211201884;Prades-Salars;329;319;;;
12;241200658;CC du Pays de Salars;CC;FA;9;8201;7936;12;12010;211200100;Arques;160;158;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12148;211201488;Montbazens;1458;1417;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12121;211201215;Lanuéjouls;742;726;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12206;211202064;Roussennac;649;631;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12290;211202908;Vaureilles;500;490;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12091;211200910;Drulhe;469;458;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12108;211201082;Galgan;380;374;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12134;211201348;Lugan;358;351;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12003;211200035;Les Albres;347;342;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12071;211200712;Compolibat;344;337;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12191;211201918;Privezac;334;324;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12034;211200340;Brandonnet;303;295;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12181;211201819;Peyrusse-le-Roc;216;210;;;
12;241200674;CC du Plateau de Montbazens;CC;FA;13;6314;6161;12;12289;211202890;Valzergues;214;206;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12253;211202536;Salles-Curan;1035;1005;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12011;211200118;Arvieu;791;764;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12299;211202999;Villefranche-de-Panat;710;684;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12294;211202940;Vézins-de-Lévézou;667;649;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12266;211202668;Ségur;552;547;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12050;211200506;Canet-de-Salars;459;447;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12238;211202387;Saint-Léons;441;425;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12006;211200068;Alrance;355;345;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12307;211203070;Curan;308;293;;;
12;241200765;CC de Lévézou Pareloup;CC;FPU;10;5476;5312;12;12236;211202361;Saint-Laurent-de-Lévézou;158;153;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12198;211201983;Rieupeyroux;2015;1940;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12021;200055408;Le Bas Ségala;1606;1576;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12258;211202585;La Salvetat-Peyralès;1004;989;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12054;211200548;La Capelle-Bleys;355;347;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12190;211201900;Prévinquières;299;288;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12128;211201280;Lescure-Jaoul;226;219;;;
12;241200807;CC Aveyron Bas Ségala Viaur;CC;FPU;7;5692;5544;12;12278;211202783;Tayrac;187;185;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12063;211200639;La Cavalerie;2219;2188;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12168;211201686;Nant;1010;992;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12231;211202312;Saint-Jean-du-Bruel;724;717;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12077;211200779;Cornus;526;514;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12155;211201553;Fondamente;343;334;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12115;211201157;L'Hospitalet-du-Larzac;313;308;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12220;211202205;Sainte-Eulalie-de-Cernon;299;299;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12232;211202320;Saint-Jean-et-Saint-Paul;289;281;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12082;211200829;La Couvertoirade;193;191;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12260;211202601;Sauclières;171;169;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12139;211201397;Marnhagues-et-Latour;139;138;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12122;211201223;Lapanouse-de-Cernon;132;124;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12022;211200225;La Bastide-Pradines;113;113;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12295;211202957;Viala-du-Pas-de-Jaux;99;97;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12212;211202122;Saint-Beaulize;94;87;;;
12;241200906;CC Larzac et Vallées;CC;FPU;16;6739;6627;12;12067;211200670;Le Clapier;75;75;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12244;211202445;Saint-Rome-de-Tarn;899;889;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12213;211202130;Saint-Beauzély;640;624;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12037;211200373;Broquiès;624;609;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12296;211202965;Viala-du-Tarn;541;528;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12129;211201298;Lestrade-et-Thouels;461;448;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12153;211201538;Montjaux;433;426;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12291;211202916;Verrières;387;378;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12062;211200621;Castelnau-Pégayrols;350;348;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12284;211202841;Le Truel;345;344;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12251;211202510;Saint-Victor-et-Melvieu;329;322;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12017;211200175;Ayssènes;223;218;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12078;211200787;Les Costes-Gozon;184;180;;;
12;241200914;CC de la Muse et des Raspes du Tarn;CC;FPU;13;5585;5479;12;12038;211200381;Brousse-le-Château;169;165;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13027;211300272;Châteaurenard;16454;16201;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13066;211300660;Noves;5893;5827;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13045;211300454;Graveson;4929;4854;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13036;211300363;Eyragues;4550;4421;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13018;211300181;Cabannes;4530;4471;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13010;211300108;Barbentane;4367;4228;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13083;211300835;Rognonas;4094;4036;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13076;211300769;Plan-d'Orgon;3611;3562;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13089;211300892;Saint-Andiol;3451;3396;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13067;211300678;Orgon;2786;2752;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13052;211300520;Maillane;2738;2705;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13064;211300645;Mollégès;2691;2662;;;
13;200035087;CA Terre de Provence;CA;FPU;13;60914;59920;13;13116;211301163;Verquières;820;805;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13055;211300553;Marseille;876602;870321;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13001;211300017;Aix-en-Provence;150358;147122;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13056;211300561;Martigues;49037;48506;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13005;211300058;Aubagne;47640;47190;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13103;211301031;Salon-de-Provence;45595;45009;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13047;211300470;Istres;45119;44438;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13028;211300280;La Ciotat;36812;36441;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13117;211301171;Vitrolles;34814;34418;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13054;211300546;Marignane;32735;32515;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13063;211300637;Miramas;26807;26433;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13071;211300710;Les Pennes-Mirabeau;22174;21897;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13041;211300413;Gardanne;21850;21501;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13002;211300025;Allauch;21769;21546;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;84;84089;218400893;Pertuis;20767;20498;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13026;211300264;Châteauneuf-les-Martigues;17883;17809;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13077;211300777;Port-de-Bouc;16422;16290;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13039;211300397;Fos-sur-Mer;15685;15512;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13015;211300157;Bouc-Bel-Air;15257;14984;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13014;211300140;Berre-l'Étang;13903;13834;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13007;211300074;Auriol;12834;12667;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13081;211300819;Rognac;12239;12136;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13075;211300751;Plan-de-Cuques;11612;11522;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13106;211301064;Septèmes-les-Vallons;11434;11366;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13069;211300694;Pélissanne;10827;10561;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13110;211301106;Trets;10680;10507;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13040;211300405;Fuveau;10351;10164;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13019;211300199;Cabriès;10332;10006;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13050;211300504;Lambesc;10273;10018;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13043;211300439;Gignac-la-Nerthe;9990;9899;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13051;211300512;Lançon-Provence;9175;9052;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13037;211300371;La Fare-les-Oliviers;8906;8800;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13092;211300926;Saint-Chamas;8752;8617;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13112;211301122;Velaux;8729;8579;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13086;211300868;Roquevaire;8691;8569;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13113;211301130;Venelles;8597;8432;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13078;211300785;Port-Saint-Louis-du-Rhône;8447;8370;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13032;211300322;Éguilles;8222;8076;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13104;211301049;Sausset-les-Pins;7688;7570;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13035;211300355;Eyguières;7014;6854;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13105;211301056;Sénas;6966;6878;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13022;211300223;Cassis;6889;6782;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13042;211300421;Gémenos;6827;6698;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13119;211301197;Carnoux-en-Provence;6706;6623;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13102;211301023;Saint-Victoret;6660;6609;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13070;211300702;La Penne-sur-Huveaune;6574;6521;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13016;211300165;La Bouilladisse;6398;6316;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13053;211300538;Mallemort;6346;6184;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;83;83120;218301208;Saint-Zacharie;6058;5985;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13107;211301072;Simiane-Collongue;6042;5917;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13085;211300850;Roquefort-la-Bédoule;6004;5937;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13080;211300801;Le Puy-Sainte-Réparade;5980;5866;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13098;211300983;Saint-Mitre-les-Remparts;5929;5818;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13060;211300603;Meyreuil;5874;5786;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13033;211300330;Ensuès-la-Redonne;5836;5739;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13021;211300215;Carry-le-Rouet;5831;5705;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13091;211300918;Saint-Cannat;5761;5648;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13073;211300736;Peypin;5681;5604;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13084;211300843;La Roque-d'Anthéron;5534;5411;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13114;211301148;Ventabren;5519;5381;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13030;211300306;Cuges-les-Pins;5434;5380;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13044;211300447;Grans;5286;5201;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13088;211300884;Le Rove;5240;5193;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13074;211300744;Peyrolles-en-Provence;5217;5129;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13087;211300876;Rousset;5117;4977;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13023;211300231;Ceyreste;4912;4801;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13082;211300827;Rognes;4740;4616;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13048;211300488;Jouques;4537;4436;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13046;211300462;Gréasque;4361;4281;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13062;211300629;Mimet;4232;4158;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13059;211300595;Meyrargues;3906;3843;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13031;211300314;La Destrousse;3848;3803;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13118;211301189;Coudoux;3719;3668;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13072;211300728;Peynier;3641;3567;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13101;211301015;Saint-Savournin;3540;3481;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13003;211300033;Alleins;2762;2695;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13024;211300249;Charleval;2691;2655;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13025;211300256;Châteauneuf-le-Rouge;2433;2358;;;
13;200054807;Métropole d'Aix-Marseille-Provence;METRO;FPU;92;1925136;1903173;13;13109;211301098;Le Tholonet;2415;2355;;;
